Jumlah Epoch	Jumlah Batch Size	Jumlah Neuron pada FC	Jumlah Input pada Flatten	Akurasi (%)						
25	32	2	1024	23.75
25	32	4	8	20
25	32	4	16	1.25
25	32	4	32	25
25	32	4	64	12.5
25	32	4	128	23.75
25	32	4	256	12.5
25	32	4	512	12.5
25	32	4	1024	37.5
25	32	8	8	25
25	32	8	16	27.5
25	32	8	32	58.75
25	32	8	64	50
25	32	8	128	37.5
25	32	8	256	50
25	32	8	512	65
25	32	8	1024	47.5
25	32	16	8	21.25
25	32	16	16	12.5
25	32	16	32	52.5
25	32	16	64	73.75
25	32	16	128	12.5
25	32	16	256	96.25
25	32	16	512	52.5
25	32	16	1024	85
25	32	32	8	33.75
25	32	32	16	37.5
25	32	32	32	43.75
25	32	32	64	12.5
25	32	32	128	12.5
25	32	32	256	87.5
25	32	32	512	82.5
25	32	32	1024	100
25	32	64	8	12.5
25	32	64	16	58.75
25	32	64	32	67.5
25	32	64	64	100
25	32	64	128	100
25	32	64	256	12.5
25	32	64	512	100
25	32	64	1024	12.5
Jumlah Epoch	Jumlah Batch Size	Jumlah Neuron pada FC	Jumlah Input pada Flatten	Akurasi (%)
30	2	2	8	31.25
30	2	2	16	12.5
30	2	2	32	58.75
30	2	2	64	33.75
30	2	2	128	53.75
30	2	2	256	12.5
30	2	2	512	12.5
30	2	2	1024	12.5
30	2	4	8	12.5
30	2	4	16	73.75
30	2	4	32	72.5
30	2	4	64	12.5
30	2	4	128	97.5
30	2	4	256	12.5
30	2	4	512	93.75
30	2	4	1024	96.25
30	2	8	8	12.5
30	2	8	16	92.5
30	2	8	32	100
30	2	8	64	100
30	2	8	128	100
30	2	8	256	100
30	2	8	512	100
30	2	8	1024	100
30	2	16	8	30
30	2	16	16	98.75
30	2	16	32	100
30	2	16	64	100
30	2	16	128	12.5
30	2	16	256	100
30	2	16	512	100
30	2	16	1024	12.5
30	2	32	8	51.25
30	2	32	16	12.5
30	2	32	32	100
30	2	32	64	100
30	2	32	128	100
30	2	32	256	100
30	2	32	512	100
30	2	32	1024	100
30	2	64	8	47.5
30	2	64	16	12.5
30	2	64	32	100
30	2	64	64	100
30	2	64	128	100
30	2	64	256	100
30	2	64	512	100
30	2	64	1024	100
30	4	2	8	23.75
30	4	2	16	12.5
30	4	2	32	12.5
30	4	2	64	12.5
30	4	2	128	12.5
30	4	2	256	57.5
30	4	2	512	25
30	4	2	1024	12.5
30	4	4	8	26.25
30	4	4	16	22.5
30	4	4	32	8.75
30	4	4	64	41.25
30	4	4	128	70
30	4	4	256	62.5
30	4	4	512	92.5
30	4	4	1024	12.5
30	4	8	8	12.5
30	4	8	16	73.75
30	4	8	32	12.5
30	4	8	64	100
30	4	8	128	100
30	4	8	256	100
30	4	8	512	100
30	4	8	1024	100
30	4	16	8	12.5
30	4	16	16	12.5
30	4	16	32	100
30	4	16	64	12.5
30	4	16	128	100
30	4	16	256	100
30	4	16	512	100
30	4	16	1024	100
30	4	32	8	32.5
30	4	32	16	95
30	4	32	32	12.5
30	4	32	64	100
30	4	32	128	100
30	4	32	256	100
30	4	32	512	12.5
30	4	32	1024	100
30	4	64	8	37.5
30	4	64	16	56.25
30	4	64	32	100
30	4	64	64	100
30	4	64	128	100
30	4	64	256	100
30	4	64	512	100
30	4	64	1024	100
30	8	2	8	15
30	8	2	16	12.5
30	8	2	32	38.75
30	8	2	64	32.5
30	8	2	128	25
30	8	2	256	43.75
30	8	2	512	25
30	8	2	1024	36.25
30	8	4	8	25
30	8	4	16	25
30	8	4	32	80
30	8	4	64	62.5
30	8	4	128	86.25
30	8	4	256	77.5
30	8	4	512	72.5
30	8	4	1024	12.5
30	8	8	8	36.25
30	8	8	16	35
30	8	8	32	100
30	8	8	64	85
30	8	8	128	100
30	8	8	256	100
30	8	8	512	12.5
30	8	8	1024	100
30	8	16	8	40
30	8	16	16	43.75
30	8	16	32	95
30	8	16	64	12.5
30	8	16	128	100
30	8	16	256	98.75
30	8	16	512	98.75
30	8	16	1024	12.5
30	8	32	8	12.5
30	8	32	16	83.75
30	8	32	32	12.5
30	8	32	64	100
30	8	32	128	100
30	8	32	256	100
30	8	32	512	100
30	8	32	1024	100
30	8	64	8	27.5
30	8	64	16	55
30	8	64	32	100
30	8	64	64	100
30	8	64	128	100
30	8	64	256	100
30	8	64	512	100
30	8	64	1024	12.5
30	16	2	8	26.25
30	16	2	16	17.5
30	16	2	32	25
30	16	2	64	12.5
30	16	2	128	12.5
30	16	2	256	28.75
30	16	2	512	12.5
30	16	2	1024	23.75
30	16	4	8	12.5
30	16	4	16	25
30	16	4	32	12.5
30	16	4	64	60
30	16	4	128	27.5
30	16	4	256	26.25
30	16	4	512	43.75
30	16	4	1024	27.5
30	16	8	8	12.5
30	16	8	16	12.5
30	16	8	32	12.5
30	16	8	64	61.25
30	16	8	128	25
30	16	8	256	71.25
30	16	8	512	50
30	16	8	1024	43.75
30	16	16	8	25
30	16	16	16	37.5
30	16	16	32	58.75
30	16	16	64	12.5
30	16	16	128	100
30	16	16	256	100
30	16	16	512	12.5
30	16	16	1024	91.25
30	16	32	8	27.5
30	16	32	16	58.75
30	16	32	32	12.5
30	16	32	64	100
30	16	32	128	100
30	16	32	256	100
30	16	32	512	100
30	16	32	1024	100
30	16	64	8	32.5
30	16	64	16	12.5
30	16	64	32	100
30	16	64	64	100
30	16	64	128	100
30	16	64	256	100
30	16	64	512	100
30	16	64	1024	12.5
30	32	2	8	17.5
30	32	2	16	12.5
30	32	2	32	12.5
30	32	2	64	23.75
30	32	2	128	12.5
30	32	2	256	37.5
30	32	2	512	36.25
30	32	2	1024	13.75
30	32	4	8	12.5
30	32	4	16	17.5
30	32	4	32	12.5
30	32	4	64	23.75
30	32	4	128	30
30	32	4	256	46.25
30	32	4	512	27.5
30	32	4	1024	27.5
30	32	8	8	12.5
30	32	8	16	22.5
30	32	8	32	33.75
30	32	8	64	62.5
30	32	8	128	82.5
30	32	8	256	73.75
30	32	8	512	56.25
30	32	8	1024	50
30	32	16	8	12.5
30	32	16	16	53.75
30	32	16	32	47.5
30	32	16	64	37.5
30	32	16	128	86.25
30	32	16	256	12.5
30	32	16	512	12.5
30	32	16	1024	71.25
30	32	32	8	28.75
30	32	32	16	40
30	32	32	32	12.5
30	32	32	64	100
30	32	32	128	12.5
30	32	32	256	98.75
30	32	32	512	98.75
30	32	32	1024	20
30	32	64	8	30
30	32	64	16	37.5
30	32	64	32	12.5
30	32	64	64	100
30	32	64	128	100
30	32	64	256	12.5
30	32	64	512	12.5
30	32	64	1024	100
Jumlah Epoch	Jumlah Batch Size	Jumlah Neuron pada FC	Jumlah Input pada Flatten	Akurasi (%)
35	2	2	8	25
35	2	2	16	28.75
35	2	2	32	67.5
35	2	2	64	12.5
35	2	2	128	28.75
35	2	2	256	12.5
35	2	2	512	73.75
35	2	2	1024	85
35	2	4	8	45
35	2	4	16	12.5
35	2	4	32	88.75
35	2	4	64	12.5
35	2	4	128	93.75
35	2	4	256	100
35	2	4	512	95
35	2	4	1024	91.25
35	2	8	8	12.5
35	2	8	16	88.75
35	2	8	32	97.5
35	2	8	64	100
35	2	8	128	100
35	2	8	256	78.75
35	2	8	512	100
35	2	8	1024	100
35	2	16	8	12.5
35	2	16	16	85
35	2	16	32	12.5
35	2	16	64	100
35	2	16	128	100
35	2	16	256	100
35	2	16	512	100
35	2	16	1024	100
35	2	32	8	12.5
35	2	32	16	12.5
35	2	32	32	12.5
35	2	32	64	12.5
35	2	32	128	100
35	2	32	256	100
35	2	32	512	100
35	2	32	1024	100
35	2	64	8	45
35	2	64	16	96.25
35	2	64	32	12.5
35	2	64	64	100
35	2	64	128	12.5
35	2	64	256	100
35	2	64	512	100
35	2	64	1024	100
35	4	2	8	12.5
35	4	2	16	33.75
35	4	2	32	46.25
35	4	2	64	26.25
35	4	2	128	50
35	4	2	256	58.75
35	4	2	512	12.5
35	4	2	1024	73.75
35	4	4	8	25
35	4	4	16	12.5
35	4	4	32	86.25
35	4	4	64	12.5
35	4	4	128	96.25
35	4	4	256	52.5
35	4	4	512	86.25
35	4	4	1024	86.25
35	4	8	8	32.5
35	4	8	16	71.25
35	4	8	32	100
35	4	8	64	100
35	4	8	128	100
35	4	8	256	100
35	4	8	512	100
35	4	8	1024	97.5
35	4	16	8	27.5
35	4	16	16	95
35	4	16	32	12.5
35	4	16	64	100
35	4	16	128	100
35	4	16	256	100
35	4	16	512	100
35	4	16	1024	100
35	4	32	8	12.5
35	4	32	16	12.5
35	4	32	32	100
35	4	32	64	12.5
35	4	32	128	100
35	4	32	256	100
35	4	32	512	100
35	4	32	1024	100
35	4	64	8	41.25
35	4	64	16	90
35	4	64	32	96.25
35	4	64	64	100
35	4	64	128	100
35	4	64	256	12.5
35	4	64	512	100
35	4	64	1024	12.5
35	8	2	8	12.5
35	8	2	16	12.5
35	8	2	32	12.5
35	8	2	64	55
35	8	2	128	25
35	8	2	256	26.25
35	8	2	512	12.5
35	8	2	1024	48.75
35	8	4	8	35
35	8	4	16	32.5
35	8	4	32	72.5
35	8	4	64	12.5
35	8	4	128	97.5
35	8	4	256	78.75
35	8	4	512	98.75
35	8	4	1024	12.5
35	8	8	8	13.75
35	8	8	16	37.5
35	8	8	32	100
35	8	8	64	100
35	8	8	128	98.75
35	8	8	256	91.25
35	8	8	512	100
35	8	8	1024	100
35	8	16	8	36.25
35	8	16	16	52.5
35	8	16	32	100
35	8	16	64	100
35	8	16	128	100
35	8	16	256	100
35	8	16	512	100
35	8	16	1024	100
35	8	32	8	45
35	8	32	16	83.75
35	8	32	32	100
35	8	32	64	12.5
35	8	32	128	12.5
35	8	32	256	100
35	8	32	512	100
35	8	32	1024	100
35	8	64	8	12.5
35	8	64	16	67.5
35	8	64	32	100
35	8	64	64	100
35	8	64	128	100
35	8	64	256	12.5
35	8	64	512	100
35	8	64	1024	100
35	16	2	8	12.5
35	16	2	16	12.5
35	16	2	32	12.5
35	16	2	64	46.25
35	16	2	128	55
35	16	2	256	25
35	16	2	512	32.5
35	16	2	1024	12.5
35	16	4	8	12.5
35	16	4	16	26.25
35	16	4	32	32.5
35	16	4	64	31.25
35	16	4	128	27.5
35	16	4	256	68.75
35	16	4	512	62.5
35	16	4	1024	53.75
35	16	8	8	25
35	16	8	16	37.5
35	16	8	32	65
35	16	8	64	62.5
35	16	8	128	48.75
35	16	8	256	40
35	16	8	512	95
35	16	8	1024	12.5
35	16	16	8	12.5
35	16	16	16	12.5
35	16	16	32	88.75
35	16	16	64	98.75
35	16	16	128	98.75
35	16	16	256	91.25
35	16	16	512	100
35	16	16	1024	100
35	16	32	8	28.75
35	16	32	16	41.25
35	16	32	32	100
35	16	32	64	100
35	16	32	128	100
35	16	32	256	12.5
35	16	32	512	90
35	16	32	1024	12.5
35	16	64	8	23.75
35	16	64	16	68.75
35	16	64	32	100
35	16	64	64	100
35	16	64	128	100
35	16	64	256	100
35	16	64	512	100
35	16	64	1024	100
35	32	2	8	12.5
35	32	2	16	12.5
35	32	2	32	13.75
35	32	2	64	33.75
35	32	2	128	25
35	32	2	256	22.5
35	32	2	512	17.5
35	32	2	1024	12.5
35	32	4	8	6.25
35	32	4	16	12.5
35	32	4	32	12.5
35	32	4	64	12.5
35	32	4	128	36.25
35	32	4	256	22.5
35	32	4	512	37.5
35	32	4	1024	28.75
35	32	8	8	17.5
35	32	8	16	21.25
35	32	8	32	35
35	32	8	64	51.25
35	32	8	128	76.25
35	32	8	256	37.5
35	32	8	512	21.25
35	32	8	1024	43.75
35	32	16	8	23.75
35	32	16	16	26.25
35	32	16	32	46.25
35	32	16	64	12.5
35	32	16	128	96.25
35	32	16	256	47.5
35	32	16	512	12.5
35	32	16	1024	98.75
35	32	32	8	33.75
35	32	32	16	12.5
35	32	32	32	88.75
35	32	32	64	31.25
35	32	32	128	100
35	32	32	256	87.5
35	32	32	512	91.25
35	32	32	1024	12.5
35	32	64	8	32.5
35	32	64	16	32.5
35	32	64	32	12.5
35	32	64	64	100
35	32	64	128	100
35	32	64	256	100
35	32	64	512	98.75
35	32	64	1024	100
Jumlah Epoch	Jumlah Batch Size	Jumlah Neuron pada FC	Jumlah Input pada Flatten	Akurasi (%)
40	2	2	8	45
40	2	2	16	27.5
40	2	2	32	12.5
40	2	2	64	68.75
40	2	2	128	60
40	2	2	256	52.5
40	2	2	512	12.5
40	2	2	1024	83.75
40	2	4	8	41.25
40	2	4	16	47.5
40	2	4	32	12.5
40	2	4	64	98.75
40	2	4	128	12.5
40	2	4	256	12.5
40	2	4	512	87.5
40	2	4	1024	28.75
40	2	8	8	43.75
40	2	8	16	83.75
40	2	8	32	100
40	2	8	64	100
40	2	8	128	100
40	2	8	256	12.5
40	2	8	512	12.5
40	2	8	1024	12.5
40	2	16	8	46.25
40	2	16	16	63.75
40	2	16	32	100
40	2	16	64	100
40	2	16	128	100
40	2	16	256	12.5
40	2	16	512	100
40	2	16	1024	100
40	2	32	8	51.25
40	2	32	16	87.5
40	2	32	32	100
40	2	32	64	12.5
40	2	32	128	100
40	2	32	256	100
40	2	32	512	100
40	2	32	1024	100
40	2	64	8	56.25
40	2	64	16	88.75
40	2	64	32	100
40	2	64	64	12.5
40	2	64	128	100
40	2	64	256	12.5
40	2	64	512	100
40	2	64	1024	12.5
40	4	2	8	26.25
40	4	2	16	12.5
40	4	2	32	61.25
40	4	2	64	12.5
40	4	2	128	27.5
40	4	2	256	75
40	4	2	512	26.25
40	4	2	1024	56.25
40	4	4	8	12.5
40	4	4	16	80
40	4	4	32	97.5
40	4	4	64	100
40	4	4	128	98.75
40	4	4	256	12.5
40	4	4	512	100
40	4	4	1024	97.5
40	4	8	8	12.5
40	4	8	16	65
40	4	8	32	100
40	4	8	64	12.5
40	4	8	128	67.5
40	4	8	256	100
40	4	8	512	93.75
40	4	8	1024	12.5
40	4	16	8	51.25
40	4	16	16	86.25
40	4	16	32	100
40	4	16	64	100
40	4	16	128	100
40	4	16	256	100
40	4	16	512	100
40	4	16	1024	12.5
40	4	32	8	40
40	4	32	16	12.5
40	4	32	32	100
40	4	32	64	100
40	4	32	128	100
40	4	32	256	100
40	4	32	512	12.5
40	4	32	1024	12.5
40	4	64	8	53.75
40	4	64	16	90
40	4	64	32	100
40	4	64	64	100
40	4	64	128	12.5
40	4	64	256	100
40	4	64	512	100
40	4	64	1024	100
40	8	2	8	12.5
40	8	2	16	37.5
40	8	2	32	41.25
40	8	2	64	46.25
40	8	2	128	47.5
40	8	2	256	56.25
40	8	2	512	12.5
40	8	2	1024	56.25
40	8	4	8	31.25
40	8	4	16	22.5
40	8	4	32	92.5
40	8	4	64	87.5
40	8	4	128	12.5
40	8	4	256	95
40	8	4	512	61.25
40	8	4	1024	75
40	8	8	8	12.5
40	8	8	16	46.25
40	8	8	32	98.75
40	8	8	64	58.75
40	8	8	128	98.75
40	8	8	256	98.75
40	8	8	512	100
40	8	8	1024	12.5
40	8	16	8	51.25
40	8	16	16	96.25
40	8	16	32	100
40	8	16	64	100
40	8	16	128	100
40	8	16	256	100
40	8	16	512	100
40	8	16	1024	100
40	8	32	8	47.5
40	8	32	16	88.75
40	8	32	32	98.75
40	8	32	64	100
40	8	32	128	100
40	8	32	256	100
40	8	32	512	100
40	8	32	1024	100
40	8	64	8	47.5
40	8	64	16	87.5
40	8	64	32	100
40	8	64	64	100
40	8	64	128	100
40	8	64	256	100
40	8	64	512	100
40	8	64	1024	100
40	16	2	8	12.5
40	16	2	16	25
40	16	2	32	25
40	16	2	64	32.5
40	16	2	128	18.75
40	16	2	256	12.5
40	16	2	512	23.75
40	16	2	1024	12.5
40	16	4	8	13.75
40	16	4	16	12.5
40	16	4	32	23.75
40	16	4	64	12.5
40	16	4	128	91.25
40	16	4	256	41.25
40	16	4	512	36.25
40	16	4	1024	12.5
40	16	8	8	25
40	16	8	16	42.5
40	16	8	32	76.25
40	16	8	64	12.5
40	16	8	128	12.5
40	16	8	256	12.5
40	16	8	512	87.5
40	16	8	1024	81.25
40	16	16	8	31.25
40	16	16	16	67.5
40	16	16	32	100
40	16	16	64	12.5
40	16	16	128	98.75
40	16	16	256	100
40	16	16	512	100
40	16	16	1024	100
40	16	32	8	40
40	16	32	16	26.25
40	16	32	32	100
40	16	32	64	100
40	16	32	128	100
40	16	32	256	100
40	16	32	512	100
40	16	32	1024	12.5
40	16	64	8	26.25
40	16	64	16	58.75
40	16	64	32	100
40	16	64	64	97.5
40	16	64	128	100
40	16	64	256	100
40	16	64	512	100
40	16	64	1024	100
40	32	2	8	25
40	32	2	16	12.5
40	32	2	32	15
40	32	2	64	12.5
40	32	2	128	21.25
40	32	2	256	12.5
40	32	2	512	20
40	32	2	1024	12.5
40	32	4	8	12.5
40	32	4	16	21.25
40	32	4	32	25
40	32	4	64	23.75
40	32	4	128	32.5
40	32	4	256	12.5
40	32	4	512	12.5
40	32	4	1024	12.5
40	32	8	8	25
40	32	8	16	27.5
40	32	8	32	35
40	32	8	64	37.5
40	32	8	128	38.75
40	32	8	256	62.5
40	32	8	512	85
40	32	8	1024	12.5
40	32	16	8	35
40	32	16	16	35
40	32	16	32	61.25
40	32	16	64	75
40	32	16	128	100
40	32	16	256	36.25
40	32	16	512	100
40	32	16	1024	92.5
40	32	32	8	30
40	32	32	16	37.5
40	32	32	32	81.25
40	32	32	64	100
40	32	32	128	100
40	32	32	256	100
40	32	32	512	100
40	32	32	1024	96.25
40	32	64	8	35
40	32	64	16	12.5
40	32	64	32	76.25
40	32	64	64	100
40	32	64	128	100
40	32	64	256	12.5
40	32	64	512	100
40	32	64	1024	12.5
Jumlah Epoch	Jumlah Batch Size	Jumlah Neuron pada FC	Jumlah Input pada Flatten	Akurasi (%)
50	2	2	8	12.5
50	2	2	16	62.5
50	2	2	32	61.25
50	2	2	64	85
50	2	2	128	12.5
50	2	2	256	43.75
50	2	2	512	12.5
50	2	2	1024	67.5
50	2	4	8	12.5
50	2	4	16	86.25
50	2	4	32	87.5
50	2	4	64	98.75
50	2	4	128	100
50	2	4	256	100
50	2	4	512	100
50	2	4	1024	12.5
50	2	8	8	56.25
50	2	8	16	85
50	2	8	32	100
50	2	8	64	100
50	2	8	128	100
50	2	8	256	100
50	2	8	512	100
50	2	8	1024	12.5
50	2	16	8	56.25
50	2	16	16	96.25
50	2	16	32	100
50	2	16	64	100
50	2	16	128	100
50	2	16	256	100
50	2	16	512	12.5
50	2	16	1024	100
50	2	32	8	55
50	2	32	16	88.75
50	2	32	32	100
50	2	32	64	100
50	2	32	128	100
50	2	32	256	100
50	2	32	512	100
50	2	32	1024	100
50	2	64	8	51.25
50	2	64	16	97.5
50	2	64	32	12.5
50	2	64	64	100
50	2	64	128	100
50	2	64	256	12.5
50	2	64	512	100
50	2	64	1024	100
50	4	2	8	12.5
50	4	2	16	25
50	4	2	32	80
50	4	2	64	66.25
50	4	2	128	85
50	4	2	256	67.5
50	4	2	512	28.75
50	4	2	1024	61.25
50	4	4	8	33.75
50	4	4	16	56.25
50	4	4	32	92.5
50	4	4	64	97.5
50	4	4	128	93.75
50	4	4	256	98.75
50	4	4	512	68.75
50	4	4	1024	70
50	4	8	8	40
50	4	8	16	83.75
50	4	8	32	12.5
50	4	8	64	100
50	4	8	128	100
50	4	8	256	12.5
50	4	8	512	100
50	4	8	1024	100
50	4	16	8	43.75
50	4	16	16	86.25
50	4	16	32	100
50	4	16	64	98.75
50	4	16	128	100
50	4	16	256	100
50	4	16	512	100
50	4	16	1024	100
50	4	32	8	12.5
50	4	32	16	12.5
50	4	32	32	100
50	4	32	64	12.5
50	4	32	128	100
50	4	32	256	100
50	4	32	512	12.5
50	4	32	1024	100
50	4	64	8	53.75
50	4	64	16	72.5
50	4	64	32	100
50	4	64	64	100
50	4	64	128	98.75
50	4	64	256	100
50	4	64	512	100
50	4	64	1024	100
50	8	2	8	12.5
50	8	2	16	27.5
50	8	2	32	30
50	8	2	64	58.75
50	8	2	128	12.5
50	8	2	256	67.5
50	8	2	512	25
50	8	2	1024	73.75
50	8	4	8	12.5
50	8	4	16	12.5
50	8	4	32	83.75
50	8	4	64	92.5
50	8	4	128	76.25
50	8	4	256	12.5
50	8	4	512	93.75
50	8	4	1024	88.75
50	8	8	8	12.5
50	8	8	16	12.5
50	8	8	32	100
50	8	8	64	100
50	8	8	128	12.5
50	8	8	256	100
50	8	8	512	100
50	8	8	1024	100
50	8	16	8	47.5
50	8	16	16	73.75
50	8	16	32	100
50	8	16	64	100
50	8	16	128	12.5
50	8	16	256	100
50	8	16	512	100
50	8	16	1024	100
50	8	32	8	46.25
50	8	32	16	85
50	8	32	32	100
50	8	32	64	12.5
50	8	32	128	12.5
50	8	32	256	100
50	8	32	512	100
50	8	32	1024	100
50	8	64	8	46.25
50	8	64	16	85
50	8	64	32	100
50	8	64	64	12.5
50	8	64	128	100
50	8	64	256	12.5
50	8	64	512	100
50	8	64	1024	12.5
50	16	2	8	12.5
50	16	2	16	12.5
50	16	2	32	26.25
50	16	2	64	58.75
50	16	2	128	45
50	16	2	256	33.75
50	16	2	512	25
50	16	2	1024	21.25
50	16	4	8	17.5
50	16	4	16	12.5
50	16	4	32	23.75
50	16	4	64	47.5
50	16	4	128	87.5
50	16	4	256	12.5
50	16	4	512	88.75
50	16	4	1024	51.25
50	16	8	8	40
50	16	8	16	45
50	16	8	32	83.75
50	16	8	64	100
50	16	8	128	98.75
50	16	8	256	92.5
50	16	8	512	100
50	16	8	1024	87.5
50	16	16	8	12.5
50	16	16	16	60
50	16	16	32	100
50	16	16	64	98.75
50	16	16	128	100
50	16	16	256	98.75
50	16	16	512	12.5
50	16	16	1024	100
50	16	32	8	40
50	16	32	16	65
50	16	32	32	12.5
50	16	32	64	100
50	16	32	128	100
50	16	32	256	98.75
50	16	32	512	12.5
50	16	32	1024	100
50	16	64	8	33.75
50	16	64	16	96.25
50	16	64	32	100
50	16	64	64	100
50	16	64	128	100
50	16	64	256	12.5
50	16	64	512	100
50	16	64	1024	100
50	32	2	8	12.5
50	32	2	16	18.75
50	32	2	32	12.5
50	32	2	64	12.5
50	32	2	128	13.75
50	32	2	256	23.75
50	32	2	512	35
50	32	2	1024	47.5
50	32	4	8	11.25
50	32	4	16	18.75
50	32	4	32	12.5
50	32	4	64	41.25
50	32	4	128	46.25
50	32	4	256	25
50	32	4	512	47.5
50	32	4	1024	17.5
50	32	8	8	36.25
50	32	8	16	30
50	32	8	32	50
50	32	8	64	12.5
50	32	8	128	12.5
50	32	8	256	82.5
50	32	8	512	56.25
50	32	8	1024	85
50	32	16	8	12.5
50	32	16	16	12.5
50	32	16	32	95
50	32	16	64	98.75
50	32	16	128	100
50	32	16	256	100
50	32	16	512	100
50	32	16	1024	100
50	32	32	8	25
50	32	32	16	43.75
50	32	32	32	100
50	32	32	64	97.5
50	32	32	128	12.5
50	32	32	256	100
50	32	32	512	100
50	32	32	1024	100
50	32	64	8	41.25
50	32	64	16	55
50	32	64	32	86.25
50	32	64	64	100
50	32	64	128	100
50	32	64	256	100
50	32	64	512	12.5
50	32	64	1024	100
Jumlah Epoch	Jumlah Batch Size	Jumlah Neuron pada FC	Jumlah Input pada Flatten	Akurasi (%)
60	2	2	8	25
60	2	2	16	30
60	2	2	32	45
60	2	2	64	35
60	2	2	128	92.5
60	2	2	256	72.5
60	2	2	512	71.25
60	2	2	1024	85
60	2	4	8	12.5
60	2	4	16	50
60	2	4	32	100
60	2	4	64	97.5
60	2	4	128	98.75
60	2	4	256	42.5
60	2	4	512	100
60	2	4	1024	93.75
60	2	8	8	58.75
60	2	8	16	87.5
60	2	8	32	100
60	2	8	64	100
60	2	8	128	100
60	2	8	256	100
60	2	8	512	12.5
60	2	8	1024	100
60	2	16	8	48.75
60	2	16	16	12.5
60	2	16	32	100
60	2	16	64	12.5
60	2	16	128	100
60	2	16	256	100
60	2	16	512	100
60	2	16	1024	100
60	2	32	8	53.75
60	2	32	16	98.75
60	2	32	32	12.5
60	2	32	64	100
60	2	32	128	12.5
60	2	32	256	100
60	2	32	512	100
60	2	32	1024	12.5
60	2	64	8	52.5
60	2	64	16	96.25
60	2	64	32	100
60	2	64	64	98.75
60	2	64	128	100
60	2	64	256	12.5
60	2	64	512	100
60	2	64	1024	100
60	4	2	8	26.25
60	4	2	16	12.5
60	4	2	32	45
60	4	2	64	12.5
60	4	2	128	63.75
60	4	2	256	80
60	4	2	512	33.75
60	4	2	1024	12.5
60	4	4	8	40
60	4	4	16	67.5
60	4	4	32	100
60	4	4	64	12.5
60	4	4	128	100
60	4	4	256	12.5
60	4	4	512	100
60	4	4	1024	80
60	4	8	8	46.25
60	4	8	16	91.25
60	4	8	32	100
60	4	8	64	98.75
60	4	8	128	12.5
60	4	8	256	100
60	4	8	512	12.5
60	4	8	1024	100
60	4	16	8	55
60	4	16	16	12.5
60	4	16	32	98.75
60	4	16	64	100
60	4	16	128	12.5
60	4	16	256	100
60	4	16	512	12.5
60	4	16	1024	100
60	4	32	8	12.5
60	4	32	16	88.75
60	4	32	32	100
60	4	32	64	100
60	4	32	128	100
60	4	32	256	12.5
60	4	32	512	100
60	4	32	1024	100
60	4	64	8	50
60	4	64	16	90
60	4	64	32	100
60	4	64	64	12.5
60	4	64	128	100
60	4	64	256	100
60	4	64	512	100
60	4	64	1024	100
60	8	2	8	12.5
60	8	2	16	35
60	8	2	32	48.75
60	8	2	64	25
60	8	2	128	51.25
60	8	2	256	27.5
60	8	2	512	31.25
60	8	2	1024	27.5
60	8	4	8	26.25
60	8	4	16	35
60	8	4	32	100
60	8	4	64	12.5
60	8	4	128	12.5
60	8	4	256	12.5
60	8	4	512	100
60	8	4	1024	91.25
60	8	8	8	33.75
60	8	8	16	82.5
60	8	8	32	12.5
60	8	8	64	100
60	8	8	128	12.5
60	8	8	256	100
60	8	8	512	100
60	8	8	1024	100
60	8	16	8	50
60	8	16	16	83.75
60	8	16	32	100
60	8	16	64	100
60	8	16	128	100
60	8	16	256	100
60	8	16	512	100
60	8	16	1024	100
60	8	32	8	50
60	8	32	16	88.75
60	8	32	32	100
60	8	32	64	100
60	8	32	128	100
60	8	32	256	100
60	8	32	512	100
60	8	32	1024	100
60	8	64	8	12.5
60	8	64	16	97.5
60	8	64	32	12.5
60	8	64	64	100
60	8	64	128	100
60	8	64	256	100
60	8	64	512	12.5
60	8	64	1024	100
60	16	2	8	12.5
60	16	2	16	12.5
60	16	2	32	27.5
60	16	2	64	37.5
60	16	2	128	20
60	16	2	256	37.5
60	16	2	512	12.5
60	16	2	1024	12.5
60	16	4	8	12.5
60	16	4	16	27.5
60	16	4	32	73.75
60	16	4	64	68.75
60	16	4	128	97.5
60	16	4	256	36.25
60	16	4	512	95
60	16	4	1024	85
60	16	8	8	40
60	16	8	16	20
60	16	8	32	70
60	16	8	64	98.75
60	16	8	128	100
60	16	8	256	75
60	16	8	512	100
60	16	8	1024	12.5
60	16	16	8	12.5
60	16	16	16	75
60	16	16	32	12.5
60	16	16	64	100
60	16	16	128	100
60	16	16	256	100
60	16	16	512	12.5
60	16	16	1024	100
60	16	32	8	25
60	16	32	16	87.5
60	16	32	32	97.5
60	16	32	64	100
60	16	32	128	100
60	16	32	256	100
60	16	32	512	100
60	16	32	1024	12.5
60	16	64	8	35
60	16	64	16	90
60	16	64	32	100
60	16	64	64	100
60	16	64	128	100
60	16	64	256	12.5
60	16	64	512	100
60	16	64	1024	100
60	32	2	8	12.5
60	32	2	16	21.25
60	32	2	32	20
60	32	2	64	12.5
60	32	2	128	21.25
60	32	2	256	30
60	32	2	512	41.25
60	32	2	1024	33.75
60	32	4	8	13.75
60	32	4	16	12.5
60	32	4	32	45
60	32	4	64	72.5
60	32	4	128	25
60	32	4	256	58.75
60	32	4	512	12.5
60	32	4	1024	66.25
60	32	8	8	30
60	32	8	16	30
60	32	8	32	12.5
